Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL5188815,,None,426.43,1,-0.1,EB-0281,[N-]=[N+]=Nc1ccc(NCCCCN[C@H]2C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]2O)c([N+](=O)[O-])c1,IC50,'=',61440,nM,4.21,,,UO_0000065,,,,,0,CHEMBL5152257,Antiviral activity against DENV New Guinea C strain infected in African green monkey Vero cells assessed as reduction in viral infection measured after 5 days by plaque assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5150012,1,Scientific Literature,J Med Chem,2021,None,TIME = 120.0 hr,,,61.44
CHEMBL5173263,,None,480.52,2,-0.68,EB-0156,O=[N+]([O-])c1cc(-n2nccn2)ccc1NCCCCCCN[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,IC50,'=',18190,nM,4.74,,,UO_0000065,,,,,0,CHEMBL5152257,Antiviral activity against DENV New Guinea C strain infected in African green monkey Vero cells assessed as reduction in viral infection measured after 5 days by plaque assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5150012,1,Scientific Literature,J Med Chem,2021,None,TIME = 120.0 hr,,,18.19
CHEMBL4538527,,None,312.19,None,None,6,C#Cc1c(C#N)ncn1[C@@H]1[Se][C@H](CO)[C@@H](O)[C@H]1O,IC50,'=',22290,nM,4.65,,,UO_0000065,,,,,0,CHEMBL4393434,Antiviral activity against Dengue virus 1 DGL2 replicon infected in BHK cells assessed as inhibition of viral replicon RNA replication incubated for 72 hrs by Gaussia-luciferase reporter gene assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,None,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL4392858,1,Scientific Literature,Bioorg Med Chem,2019,None,,,,22.29
CHEMBL4459190,,None,283.31,0,-1.71,3,C#Cc1c(C(N)=O)ncn1[C@@H]1S[C@H](CO)[C@@H](O)[C@H]1O,IC50,'=',14630,nM,4.83,,,UO_0000065,,,,,0,CHEMBL4393434,Antiviral activity against Dengue virus 1 DGL2 replicon infected in BHK cells assessed as inhibition of viral replicon RNA replication incubated for 72 hrs by Gaussia-luciferase reporter gene assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,None,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL4392858,1,Scientific Literature,Bioorg Med Chem,2019,None,,,,14.63
CHEMBL5186609,,None,481.51,2,-1.29,EB-0152,O=[N+]([O-])c1cc(-n2cnnn2)ccc1NCCCCCCN[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,IC50,'>',1000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5152257,Antiviral activity against DENV New Guinea C strain infected in African green monkey Vero cells assessed as reduction in viral infection measured after 5 days by plaque assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5150012,1,Scientific Literature,J Med Chem,2021,None,TIME = 120.0 hr,,,1000
CHEMBL5197404,,None,430.31,1,5.76,88a,FC(F)(F)Oc1ccc(Nc2ccnc(Nc3cccc(OC(F)(F)F)c3)n2)cc1,IC50,'=',4000,nM,5.4,,,UO_0000065,,,,,0,CHEMBL5109270,Antiviral activity against DENV1 infected in hamster BHK-21 cells assessed as inhibition of virus induced cytopathic effect incubated for 45 mins by focus-formation assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,BHK-21,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5107980,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.75 hr,,,4
CHEMBL5092408,,None,325.41,0,2.21,4,CN1C[C@H]2C[C@@H](C1)c1ccc(NCc3ccc(O)cc3)c(=O)n1C2,IC50,'=',970,nM,6.01,,,UO_0000065,,,,,0,CHEMBL5032290,Antiviral activity against DENV1 infected in African green monkey Vero E6 cells assessed as inhibition of virus induced cytopathic effect measured after 96 hrs by immunofluorescent staining based inverted microscopic analysis,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero E6,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5030562,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,TIME = 96.0 hr,,,0.97
CHEMBL5077292,,None,476.54,0,1.51,20,Cn1cc(CNc2ccc3n(c2=O)C[C@@H]2C[C@H]3CN(C(=O)Nc3ccccc3)C2)c(=O)n(C)c1=O,IC50,'=',490,nM,6.31,,,UO_0000065,,,,,0,CHEMBL5032290,Antiviral activity against DENV1 infected in African green monkey Vero E6 cells assessed as inhibition of virus induced cytopathic effect measured after 96 hrs by immunofluorescent staining based inverted microscopic analysis,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero E6,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5030562,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,TIME = 96.0 hr,,,0.49
CHEMBL5179221,,None,454.48,1,0.68,EB-0150,[N-]=[N+]=Nc1ccc(NCCCCCCN[C@H]2C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]2O)c([N+](=O)[O-])c1,IC50,'=',1380,nM,5.86,,,UO_0000065,,,,,0,CHEMBL5152257,Antiviral activity against DENV New Guinea C strain infected in African green monkey Vero cells assessed as reduction in viral infection measured after 5 days by plaque assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5150012,1,Scientific Literature,J Med Chem,2021,None,TIME = 120.0 hr,,,1.38
CHEMBL5197319,,None,491.55,2,0.19,EB-0176,O=[N+]([O-])c1cc(-c2ncccn2)ccc1NCCCCCCN[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,IC50,'=',105400,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5152257,Antiviral activity against DENV New Guinea C strain infected in African green monkey Vero cells assessed as reduction in viral infection measured after 5 days by plaque assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5150012,1,Scientific Literature,J Med Chem,2021,None,TIME = 120.0 hr,,,105.4
CHEMBL222396,VALIOLAMINE,None,193.2,1,-3.48,EB-0155,N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,IC50,'>',1000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5152257,Antiviral activity against DENV New Guinea C strain infected in African green monkey Vero cells assessed as reduction in viral infection measured after 5 days by plaque assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5150012,1,Scientific Literature,J Med Chem,2021,None,TIME = 120.0 hr,,,1000
CHEMBL4531195,,None,330.2,None,None,5,C#Cc1c(C(N)=O)ncn1[C@@H]1[Se][C@H](CO)[C@@H](O)[C@H]1O,IC50,'>',20000,nM,,,,UO_0000065,,,,,0,CHEMBL4393434,Antiviral activity against Dengue virus 1 DGL2 replicon infected in BHK cells assessed as inhibition of viral replicon RNA replication incubated for 72 hrs by Gaussia-luciferase reporter gene assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,None,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL4392858,1,Scientific Literature,Bioorg Med Chem,2019,None,,,,20
CHEMBL4175102,,None,474.52,0,4.55,13c,COc1ccc(-c2cc(-c3ccc4cc(F)ccc4n3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1,IC50,'=',1210,nM,5.92,,,UO_0000065,,,,,0,CHEMBL4135358,Antiviral activity against Fluc-tagged DENV1 infected in human HuH7 cells after 3 days by luciferase reporter gene assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,None,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL4130503,1,Scientific Literature,Eur J Med Chem,2017,None,,,,1.21
CHEMBL5186175,,None,444.34,1,6.07,87c,Cc1cc(OC(F)(F)F)ccc1Nc1ccnc(Nc2ccccc2OC(F)(F)F)n1,IC50,'=',1000,nM,6,,,UO_0000065,,,,,0,CHEMBL5109270,Antiviral activity against DENV1 infected in hamster BHK-21 cells assessed as inhibition of virus induced cytopathic effect incubated for 45 mins by focus-formation assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,BHK-21,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5107980,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.75 hr,,,1
CHEMBL5076961,,None,289.4,0,1.33,12,C=CCNC(=S)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2,IC50,'=',140,nM,6.85,,,UO_0000065,,,,,0,CHEMBL5032290,Antiviral activity against DENV1 infected in African green monkey Vero E6 cells assessed as inhibition of virus induced cytopathic effect measured after 96 hrs by immunofluorescent staining based inverted microscopic analysis,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero E6,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5030562,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,TIME = 96.0 hr,,,0.14
CHEMBL4443913,,None,456.67,0,3.41,138,CCCCCCCCCCCCNCCNC(=O)C[C@@]1(O)C[C@@H](O)[C@@H]2OC(C)(C)O[C@@H]2C1,IC50,'=',6900,nM,5.16,,,UO_0000065,,,,,0,CHEMBL4398395,Antiviral activity against DENV1 FGA/89 infected in human Huh7.5 cells after 72 hrs,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,None,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL4396891,1,Scientific Literature,Eur J Med Chem,2019,None,,,,6.9
CHEMBL1643,RIBAVIRIN,4,244.21,0,-3.01,Ribavirin,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,IC50,'=',6660,nM,5.18,,,UO_0000065,,,,,0,CHEMBL4393434,Antiviral activity against Dengue virus 1 DGL2 replicon infected in BHK cells assessed as inhibition of viral replicon RNA replication incubated for 72 hrs by Gaussia-luciferase reporter gene assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,None,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL4392858,1,Scientific Literature,Bioorg Med Chem,2019,None,,,,6.66
CHEMBL5170015,,None,444.34,1,6.07,88c,Cc1cc(OC(F)(F)F)ccc1Nc1ccnc(Nc2cccc(OC(F)(F)F)c2)n1,IC50,'=',1000,nM,6,,,UO_0000065,,,,,0,CHEMBL5109270,Antiviral activity against DENV1 infected in hamster BHK-21 cells assessed as inhibition of virus induced cytopathic effect incubated for 45 mins by focus-formation assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,BHK-21,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5107980,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.75 hr,,,1
CHEMBL5080811,,None,249.27,0,0.81,3,CN1C[C@H]2C[C@@H](C1)c1ccc([N+](=O)[O-])c(=O)n1C2,IC50,'=',2400,nM,5.62,,,UO_0000065,,,,,0,CHEMBL5032290,Antiviral activity against DENV1 infected in African green monkey Vero E6 cells assessed as inhibition of virus induced cytopathic effect measured after 96 hrs by immunofluorescent staining based inverted microscopic analysis,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero E6,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5030562,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,TIME = 96.0 hr,,,2.4
CHEMBL5186186,,None,349.47,1,-0.47,EB-0151,COCCCCCCCCCN[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,IC50,'=',75930,nM,4.12,,,UO_0000065,,,,,0,CHEMBL5152257,Antiviral activity against DENV New Guinea C strain infected in African green monkey Vero cells assessed as reduction in viral infection measured after 5 days by plaque assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5150012,1,Scientific Literature,J Med Chem,2021,None,TIME = 120.0 hr,,,75.93
CHEMBL5196220,,None,480.52,2,-0.68,EB-0159,O=[N+]([O-])c1cc(-n2ccnn2)ccc1NCCCCCCN[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,IC50,'=',13530,nM,4.87,,,UO_0000065,,,,,0,CHEMBL5152257,Antiviral activity against DENV New Guinea C strain infected in African green monkey Vero cells assessed as reduction in viral infection measured after 5 days by plaque assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5150012,1,Scientific Literature,J Med Chem,2021,None,TIME = 120.0 hr,,,13.53
CHEMBL4572441,,None,481.12,1,2.39,139,CCCCCCCCCCCCCCNCCNC(=O)C[C@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1.Cl,IC50,'=',6500,nM,5.19,,,UO_0000065,,,,,0,CHEMBL4398395,Antiviral activity against DENV1 FGA/89 infected in human Huh7.5 cells after 72 hrs,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,None,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL4396891,1,Scientific Literature,Eur J Med Chem,2019,None,,,,6.5
CHEMBL506569,LANATOSIDE C,4,985.13,3,0.61,Lanatoside C,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,IC50,'=',500,nM,6.3,,,UO_0000065,,,,,0,CHEMBL4431623,Antiviral activity against Dengue virus 1 infected in human Huh7 cells assessed as reduction in viral replication after 48 hrs by plaque assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,None,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL4431301,1,Scientific Literature,J Med Chem,2016,None,,,,0.5
CHEMBL5094408,,None,371.44,0,-0.09,16,CN1C[C@H]2C[C@@H](C1)c1ccc(NCc3cn(C)c(=O)n(C)c3=O)c(=O)n1C2,IC50,'=',1380,nM,5.86,,,UO_0000065,,,,,0,CHEMBL5032290,Antiviral activity against DENV1 infected in African green monkey Vero E6 cells assessed as inhibition of virus induced cytopathic effect measured after 96 hrs by immunofluorescent staining based inverted microscopic analysis,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero E6,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5030562,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,TIME = 96.0 hr,,,1.38
CHEMBL160,CYCLOSPORINE,4,1202.63,None,None,Cs,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,IC50,'<=',500,nM,,,,UO_0000065,,,,,0,CHEMBL1667654,Antiviral activity against Dengue virus 1 infected in african green monkey Vero cells assessed as decrease in viral RNA synthesis after 24 hrs by luciferase reporter gene assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL1649528,1,Scientific Literature,Antimicrob Agents Chemother,2009,CHEMBL3307520,,,,0.5
CHEMBL5182661,,None,373.33,0,4.99,57; GNF-2,CC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,IC50,'=',5000,nM,5.3,,,UO_0000065,,,,,0,CHEMBL5131957,Antiviral activity against DENV 1 infected in hamster BHK-21 cells assessed as focus formation measured after 5 days,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,BHK-21,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5131376,1,Scientific Literature,J Med Chem,2022,None,TIME = 120.0 hr,,,5
CHEMBL5194803,,None,414.31,1,5.88,88d,FC(F)(F)Oc1cccc(Nc2nccc(Nc3ccc(C(F)(F)F)cc3)n2)c1,IC50,'=',3000,nM,5.52,,,UO_0000065,,,,,0,CHEMBL5109270,Antiviral activity against DENV1 infected in hamster BHK-21 cells assessed as inhibition of virus induced cytopathic effect incubated for 45 mins by focus-formation assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,BHK-21,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5107980,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.75 hr,,,3
CHEMBL5203417,,None,430.31,1,5.76,87a,FC(F)(F)Oc1ccc(Nc2ccnc(Nc3ccccc3OC(F)(F)F)n2)cc1,IC50,'=',4000,nM,5.4,,,UO_0000065,,,,,0,CHEMBL5109270,Antiviral activity against DENV1 infected in hamster BHK-21 cells assessed as inhibition of virus induced cytopathic effect incubated for 45 mins by focus-formation assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,BHK-21,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5107980,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.75 hr,,,4
CHEMBL5190093,,None,249.31,1,-2.05,EB-0149,CCCCN[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,IC50,'=',158300,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5152257,Antiviral activity against DENV New Guinea C strain infected in African green monkey Vero cells assessed as reduction in viral infection measured after 5 days by plaque assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5150012,1,Scientific Literature,J Med Chem,2021,None,TIME = 120.0 hr,,,158.3
CHEMBL5187732,,None,442.43,2,-0.87,EB-0283,[N-]=[N+]=Nc1ccc(NCCOCCN[C@H]2C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]2O)c([N+](=O)[O-])c1,IC50,'=',293400,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5152257,Antiviral activity against DENV New Guinea C strain infected in African green monkey Vero cells assessed as reduction in viral infection measured after 5 days by plaque assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5150012,1,Scientific Literature,J Med Chem,2021,None,TIME = 120.0 hr,,,293.4
CHEMBL5205744,,None,485.45,2,-1.16,EB-0288,[N-]=[N+]=Nc1ccc(NCCOC(=O)NCCN[C@H]2C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]2O)c([N+](=O)[O-])c1,IC50,'>',1000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL5152257,Antiviral activity against DENV New Guinea C strain infected in African green monkey Vero cells assessed as reduction in viral infection measured after 5 days by plaque assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5150012,1,Scientific Literature,J Med Chem,2021,None,TIME = 120.0 hr,,,1000
CHEMBL1029,MIGLUSTAT,4,219.28,0,-1.45,5,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,IC50,,,,,,ND,,,,,,0,CHEMBL5152257,Antiviral activity against DENV New Guinea C strain infected in African green monkey Vero cells assessed as reduction in viral infection measured after 5 days by plaque assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,Vero,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5150012,1,Scientific Literature,J Med Chem,2021,None,TIME = 120.0 hr,,,
CHEMBL4469088,,None,265.29,0,-0.94,4,C#Cc1c(C#N)ncn1[C@@H]1S[C@H](CO)[C@@H](O)[C@H]1O,IC50,'=',6570,nM,5.18,,,UO_0000065,,,,,0,CHEMBL4393434,Antiviral activity against Dengue virus 1 DGL2 replicon infected in BHK cells assessed as inhibition of viral replicon RNA replication incubated for 72 hrs by Gaussia-luciferase reporter gene assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,None,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL4392858,1,Scientific Literature,Bioorg Med Chem,2019,None,,,,6.57
CHEMBL573289,,None,267.24,0,-2.43,1; EICAR,C#Cc1c(C(N)=O)ncn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,'=',270,nM,6.57,,,UO_0000065,,,,,0,CHEMBL4393434,Antiviral activity against Dengue virus 1 DGL2 replicon infected in BHK cells assessed as inhibition of viral replicon RNA replication incubated for 72 hrs by Gaussia-luciferase reporter gene assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,None,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL4392858,1,Scientific Literature,Bioorg Med Chem,2019,None,,,,0.27
CHEMBL5189366,,None,360.34,0,4.73,87d,FC(F)(F)Oc1ccccc1Nc1nccc(NCc2ccccc2)n1,IC50,'=',1000,nM,6,,,UO_0000065,,,,,0,CHEMBL5109270,Antiviral activity against DENV1 infected in hamster BHK-21 cells assessed as inhibition of virus induced cytopathic effect incubated for 45 mins by focus-formation assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,BHK-21,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5107980,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.75 hr,,,1
CHEMBL1138,EZETIMIBE,4,409.43,0,4.89,Ezetimibe,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,IC50,'=',13070,nM,4.88,,,UO_0000065,,,,,0,CHEMBL4398412,Antiviral activity against DENV1 infected in human Huh7 cells assessed as reduction in viral yield after 48 hrs by MTT assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,None,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL4396891,1,Scientific Literature,Eur J Med Chem,2019,None,,,,13.07
CHEMBL1200633,IVERMECTIN,4,1736.18,None,None,73,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,IC50,'=',2320,nM,5.63,,,UO_0000065,,,,,0,CHEMBL5151805,Antiviral activity against DENV-1 infected hamster BHK-21 cells assessed as reduction in viral replication incubated for 4 hrs,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,BHK-21,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL5150000,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 4.0 hr,,,2.32
CHEMBL4463936,,None,249.23,0,-1.65,2; EICNR,C#Cc1c(C#N)ncn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,'=',550,nM,6.26,,,UO_0000065,,,,,0,CHEMBL4393434,Antiviral activity against Dengue virus 1 DGL2 replicon infected in BHK cells assessed as inhibition of viral replicon RNA replication incubated for 72 hrs by Gaussia-luciferase reporter gene assay,F,BAO_0000218,organism-based format,dengue virus type 1,None,None,None,None,,,,CHEMBL613360,dengue virus type 1,dengue virus type 1,ORGANISM,CHEMBL4392858,1,Scientific Literature,Bioorg Med Chem,2019,None,,,,0.55
CHEMBL490147,LYCORICIDINE TRIACETATE,None,417.37,0,0.72,3,CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H](OC(C)=O)C=C2c3cc4c(cc3C(=O)N[C@H]21)OCO4,IC50,,,,,,Not Active,,,,,,0,CHEMBL1011329,Antiviral activity against Dengue virus type 4 infected in african green monkey Vero cells after 6 days by plaque reduction assay,F,BAO_0000218,organism-based format,dengue virus type 4,None,None,Vero,None,,,,CHEMBL613728,dengue virus type 4,dengue virus type 4,ORGANISM,CHEMBL1150051,1,Scientific Literature,J Nat Prod,1992,CHEMBL3307520,,,,
CHEMBL4175102,,None,474.52,0,4.55,13c,COc1ccc(-c2cc(-c3ccc4cc(F)ccc4n3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1,IC50,'=',1560,nM,5.81,,,UO_0000065,,,,,0,CHEMBL4135360,Antiviral activity against Fluc-tagged DENV4 infected in human HuH7 cells after 3 days by luciferase reporter gene assay,F,BAO_0000218,organism-based format,dengue virus type 4,None,None,None,None,,,,CHEMBL613728,dengue virus type 4,dengue virus type 4,ORGANISM,CHEMBL4130503,1,Scientific Literature,Eur J Med Chem,2017,None,,,,1.56
CHEMBL463048,,None,309.27,0,-1.2,14a,O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)C[C@H]2c2cc3c(c(O)c21)OCO3,IC50,'=',2.5,ug.mL-1,,,,UO_0000274,,,,,0,CHEMBL1011329,Antiviral activity against Dengue virus type 4 infected in african green monkey Vero cells after 6 days by plaque reduction assay,F,BAO_0000218,organism-based format,dengue virus type 4,None,None,Vero,None,,,,CHEMBL613728,dengue virus type 4,dengue virus type 4,ORGANISM,CHEMBL1150051,1,Scientific Literature,J Nat Prod,1992,CHEMBL3307520,,,,2.5
